canonical_key,full_name,display_name,birth_year,death_year,birth_place_id,death_place_id,race_code,gender,class_code,occupation,home_region_sc_code,enslaved_status,source_density_code,representation_depth_code,erasure_flag,erasure_reason_code,notes
robert_bentham,Robert Bentham,Robert Bentham,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3417
robert_brown_elliott,Robert Brown] Elliott,Robert Brown] Elliott,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2824,4846"
robert_cunningham,Robert Cunningham,Robert Cunningham,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3459
robert_dav,Robert Dav,Robert Dav,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2240
robert_duncan,Robert Duncan,Robert Duncan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2777
robert_foster,Robert Foster,Robert Foster,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1853
robert_francis_withers,Robert Francis Withers,Robert Francis Withers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2399
robert_goodloe_harper,Robert Goodloe Harper,Robert Goodloe Harper,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3351
robert_harris,Robert Harris,Robert Harris,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2990
robert_maxwell,Robert Maxwell,Robert Maxwell,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2646
robert_mckay,Robert McKay,Robert McKay,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1687
robert_pool,Robert Pool,Robert Pool,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2769
robert_thurston,Robert Thurston,Robert Thurston,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3289
robert_wilson,Robert Wilson,Robert Wilson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2286
roberts,Roberts,Roberts,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2688
robinson,Robinson,Robinson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1915
robinsons,Robinsons,Robinsons,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3261
robt,Robt,Robt,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2867
robt_mckay,Robt McKay,Robt McKay,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2700
rodgers,Rodgers,Rodgers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1605
rom,Rom,Rom,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2811
roper,Roper,Roper,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2007
rowland,Rowland,Rowland,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1822
rowlands,Rowlands,Rowlands,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1756
rufus_johnston,Rufus Johnston,Rufus Johnston,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3265
runnion,Runnion,Runnion,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3465
russell_middleton,Russel[l] Middleton,Russel[l] Middleton,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2440,4438"
rutherford,Rutherford,Rutherford,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2265
s,S.,S.,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3841
sa_marenick,S.A. Marenick,S.A. Marenick,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2242
so_goodlett,S.O. Goodlett,S.O. Goodlett,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3425
said,Said,Said,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1620
said_col,Said Col,Said Col,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1773
said_mcbees,Said McBees,Said McBees,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4246
salie,Salie,Salie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3398
sallie,Sallie,Sallie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3110
sallie_cleveland,Sallie Cleveland,Sallie Cleveland,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1924
sallie_martin,Sallie Martin,Sallie Martin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1880
sally,Sally,Sally,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3063
sally_cleveland,Sally Cleveland,Sally Cleveland,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2025
sally_crook,Sally Crook,Sally Crook,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2239
sally_taylor,Sally Taylor,Sally Taylor,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3205
sally_thompson,Sally Thompson,Sally Thompson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1912
salt,Salt,Salt,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3509
saluda,Saluda,Saluda,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1559
sam,Sam,Sam,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2111
sam_earle,Sam Earle &,Sam Earle &,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2414,2463"
sam_jones,Sam Jones,Sam Jones,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3502
sam_mauldin,Sam Mauldin,Sam Mauldin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2407
sam_mcclanahan,Sam McClanahan,Sam McClanahan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2110
sam_townes,Sam Townes,Sam Townes,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2844
sam_townes__frank_townes,Sam Townes & Frank Townes,Sam Townes & Frank Townes,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2410
sams,Sams,Sams,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3462
samuel_earle,Samuel Earle,Samuel Earle,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2898
samuel_henry_dickson,Samuel Henry] Dickson,Samuel Henry] Dickson,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1892,3860"
samuel_hoar,Samuel] Hoar,Samuel] Hoar,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2412,4409"
samuel_mcgowan,Samuel] McGowan,Samuel] McGowan,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1676,3636"
samuel_rogers,Samuel] Rogers,Samuel] Rogers,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2355,4348"
samuel_mcailey,Samuel] McAiley,Samuel] McAiley,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1682
sans_souci,Sans Souci,Sans Souci,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2600
sarah,Sarah,Sarah,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2952
sass,Sass,Sass,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2669
satterfield,Satterfield,Satterfield,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2171
savannah,Savannah,Savannah,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3397
savannah_rail_road,Savannah Rail Road,Savannah Rail Road,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5497
saw_willie,Saw Willie,Saw Willie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1703
sawcrittenden,sawCrittenden,sawCrittenden,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5294
schoolcraft,Schoolcraft,Schoolcraft,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2808
scott,Scott,Scott,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2503
scurry,Scurry,Scurry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2233
seabrook,Seabrook,Seabrook,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2424
seager,Seager,Seager,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1918
sedgwick,Sedgwick,Sedgwick,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3447
seller,Seller,Seller,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3131
send_elford,Send Elford,Send Elford,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1719
sermon,Sermon,Sermon,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4144
settle,Settle,Settle,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2462
shall,Shall,Shall,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1702
shand,Shand,Shand,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2357
sharkey,Sharkey,Sharkey,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1877
sharp,Sharp,Sharp,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2001
sharpe,Sharpe,Sharpe,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1616
sharpes,Sharpes,Sharpes,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3322
sharps,Sharps,Sharps,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3155
shawls,Shawls,Shawls,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3082
sherman,Sherman,Sherman,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1740
sherrod,Sherrod,Sherrod,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1791
sherry,Sherry,Sherry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2860
shew,Shew,Shew,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2386
shields,Shields,Shields,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1796
shipp,Shipp,Shipp,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2624
shubrick,Shubrick,Shubrick,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1618
shubricks,Shubricks,Shubricks,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2015
sickles,Sickles,Sickles,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3376
siegling,Siegling,Siegling,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3385
sill,Sill,Sill,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3160
silliman,Silliman,Silliman,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2016
simmons,Simmons,Simmons,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2099
simms,Simms,Simms,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1825
simms_greenville_story,Simms Greenville Story,Simms Greenville Story,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4326
simms_history,Simms History,Simms History,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4354
simon_turner,Simon Turner,Simon Turner,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2785
simons,Simons,Simons,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2887
simonton,Simonton,Simonton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2814
simpkins,Simpkins,Simpkins,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2907
simpson,Simpson,Simpson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1747
sims,Sims,Sims,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2501
singleton,Singleton,Singleton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1910
sitton,Sitton,Sitton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2186
skinner,Skinner,Skinner,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2689
skylark,Skylark,Skylark,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1757
sloan,Sloan,Sloan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2002
sloan_duncan,Sloan Duncan,Sloan Duncan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2352
sloane,Sloane,Sloane,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3315
smith,Smith,Smith,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1607
smiths,Smiths,Smiths,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2615
snyder,Snyder,Snyder,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2601
soi,Soi,Soi,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2312
soule,Soule,Soule,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3104
spain,Spain,Spain,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2908
spann,Spann,Spann,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1957
sparkes,Sparkes,Sparkes,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1842
sparks,Sparks,Sparks,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1844
spartan_d_goodlett,Spartan D. Goodlett,Spartan D. Goodlett,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3153
spartan_d_goodletts,Spartan D. Goodletts,Spartan D. Goodletts,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2702
spartan_goodlett,Spartan Goodlett,Spartan Goodlett,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2238
spartanburgh_ch,Spartanburgh C.H.,Spartanburgh C.H.,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4665
spears,Spears,Spears,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1754
speers,Speers,Speers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2126
speights,Speights,Speights,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2712
spencer,Spencer,Spencer,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2761
spratt,Spratt,Spratt,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2084
spratt__ingersoll,Spratt & Ingersoll,Spratt & Ingersoll,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4970
spriggs,Spriggs,Spriggs,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2420
springs,Springs,Springs,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2817
springswife,Springswife,Springswife,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2396
stacey,Stacey,Stacey,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2612
stacy,Stacy,Stacy,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2623
stacy__shipp,Stacy & Ship[p,Stacy & Ship[p,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4633
stairley,Stairley,Stairley,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2435
stairly,Stairly,Stairly,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3143
stark,Stark,Stark,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2055
statesburgh,Statesburgh,Statesburgh,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3251
ste,Ste,Ste,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2155
steeles,Steeles,Steeles,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3270
stephen_decatur,Stephen] Decatur,Stephen] Decatur,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2839,4861"
stephen_elliott,Stephen Elliott,Stephen Elliott,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2066
stephens,Stephens,Stephens,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2846
stewart,Stewart,Stewart,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3389
sto,Sto,Sto,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1651
stockton,Stockton,Stockton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2799
stokes,Stokes,Stokes,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1967
stokes_beattie,Stokes Beattie,Stokes Beattie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2548
stoneman,Stoneman,Stoneman,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1976
strawberry_pies,strawberry pies,strawberry pies,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2253
stroud,Stroud,Stroud,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1849
stuart,Stuart,Stuart,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1597
suber,Suber,Suber,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2644
sudd,Sudd,Sudd,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2518
suddith,Suddith,Suddith,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3499
sue_hoke,Sue Hoke,Sue Hoke,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2585
sullivan,Sullivan,Sullivan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1946
sullys_gallery,Sullys Gallery,Sullys Gallery,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2199
summer,Summer,Summer,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3232
sumter,Sumter,Sumter,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2400
sundaystopped,Sundaystopped,Sundaystopped,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3339
susan,Susan,Susan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1639
susan__ann,Susan & Ann,Susan & Ann,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5260
susan__anna,Susan & Anna,Susan & Anna,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4336
susan__anne,Susan & Anne,Susan & Anne,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2514
susan_7_anne,Susan 7 Anne,Susan 7 Anne,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4777
susan_b_mccoll,Susan B. McColl,Susan B. McColl,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2578
susan_hayne,Susan Hayne,Susan Hayne,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2794
susan_hoke,Susan Hoke,Susan Hoke,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2395
susan_hokes,Susan Hokes,Susan Hokes,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2541
susan_perry,Susan Perry,Susan Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3000
suzanne_mandeville_sparks,Suzanne Mandeville] Sparks,Suzanne Mandeville] Sparks,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1841,3807"
swain,Swain,Swain,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3451
swains,Swains,Swains,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3190
swandale,Swandale,Swandale,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3364
swap,Swap,Swap,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3399
symmes,Symmes,Symmes,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2273
t_croft,T. Croft,T. Croft,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3038
t_edwin_ware,T. Edwin Ware,T. Edwin Ware,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2828
tb_cou,T.B. Cou,T.B. Cou,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3224
tj_wright,T.J. Wright,T.J. Wright,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1778
tp_butler,T.P. Butler,T.P. Butler,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3328
taber,Taber,Taber,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2041
taggert,Taggert,Taggert,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2194
tailor,Tailor,Tailor,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3145
talley,Talley,Talley,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2382
talula,Talula,Talula,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3477
tandy_walker,Tandy Walker,Tandy Walker,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1613
taylor,Taylor,Taylor,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1564,3735"
teague,Teague,Teague,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1961
teagues,Teagues,Teagues,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3407
tell,Tell,Tell,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1758
tell_alfred,Tell Alfred,Tell Alfred,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3151
tell_amma,Tell Amma,Tell Amma,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4322
tell_anna,Tell Anna,Tell Anna,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2201
tell_anne,Tell Anne,Tell Anne,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4167
tell_ben,Tell Ben,Tell Ben,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3027
tell_bill_fisher,Tell Bill Fisher,Tell Bill Fisher,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5386
tell_edward,Tell Edward,Tell Edward,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4145
tell_elford,Tell Elford,Tell Elford,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2899
tell_f,Tell F,Tell F,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5155
tell_fannie,Tell Fannie,Tell Fannie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1714
tell_fanny,Tell Fanny,Tell Fanny,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2886
tell_frank,Tell Frank,Tell Frank,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3185
tell_grandma,Tell Grandma,Tell Grandma,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2985
tell_hayne,Tell Hayne,Tell Hayne,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4969
tell_hext,Tell Hext,Tell Hext,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2822
tell_jim,Tell Jim,Tell Jim,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1581
tell_john,Tell John,Tell John,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2461
tell_ma,Tell Ma,Tell Ma,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4568
tell_reuben,Tell Reuben,Tell Reuben,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4018
tell_rueben,Tell Rueben,Tell Rueben,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3410
tell_susan,Tell Susan,Tell Susan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2023
tell_vardry,Tell Vardry,Tell Vardry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3165
tell_wilie,Tell Wilie,Tell Wilie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5114
tell_will,Tell Will,Tell Will,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4178
tell_wille,Tell Wille,Tell Wille,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4113
tell_william,Tell William,Tell William,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2127
tell_willie,Tell Willie,Tell Willie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1981
tell_willy,Tell Willy,Tell Willy,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4416
telula,Telula,Telula,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3040
tench_carson,Tench Carson,Tench Carson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2112
tench_corson,Tench Corson,Tench Corson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3167
tench_cox,Tench Cox,Tench Cox,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2392
tench_pool,Tench Pool,Tench Pool,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1803
tent,Tent,Tent,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3058
terry,Terry,Terry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2320
terry_edwards,Terry Edwards,Terry Edwards,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2819
thackeray,Thackeray,Thackeray,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2800
thancroft,thanCroft,thanCroft,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2248
the_boy_henry,The Boy Henry,The Boy Henry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2608
the_davis_guards,the Davis Guards,the Davis Guards,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2680
the_ladies_of_petersburg,the Ladies of Petersburg,the Ladies of Petersburg,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3066
theis,Theis,Theis,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2195
theodore_croft,Theodore Croft,Theodore Croft,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2792
theodore_dehon,Theodore Dehon,Theodore Dehon,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2096
theodore_gourdine,Theodore Gourdine,Theodore Gourdine,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3168
theodore_stark_esq,Theodore Stark Esq,Theodore Stark Esq,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2054
theyou,Theyou,Theyou,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3150
thomas_a_hendricks,Thomas A.] Hendricks,Thomas A.] Hendricks,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2932,4962"
thomas_butler,Thomas Butler,Thomas Butler,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1823
thomas_case,Thomas Case,Thomas Case,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3500
thomas_dawkins,Thomas] Dawkins,Thomas] Dawkins,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2753,4771"
thomas_e_ware,Thomas E.] Ware,Thomas E.] Ware,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2136
thomas_edwin_ware,Thomas Edwin] Ware,Thomas Edwin] Ware,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3032,5073"
thomas_edwin_wares,Thomas Edwin] Wares,Thomas Edwin] Wares,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3173,5225"
thomas_gowen,Thomas Gowen,Thomas Gowen,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2775
thomas_jefferson,Thomas Jefferson,Thomas Jefferson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3405
thomas_jefferson_withers,Thomas Jefferson Withers,Thomas Jefferson Withers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3085
thomas_nuckolls_dawkins,Thomas Nuckolls] Dawkins,Thomas Nuckolls] Dawkins,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2762,4782"
thomas_roberts,Thomas Roberts,Thomas Roberts,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3184
thomas_thurston,Thomas Thurston,Thomas Thurston,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2642
thomas_worth_glover,Thomas Worth] Glover,Thomas Worth] Glover,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2505,4507"
thompson,Thompson,Thompson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1617
thompson_earle,Thompson Earle,Thompson Earle,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1986
thompsons,Thompsons,Thompsons,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3207
thompsonyoung,ThompsonYoung,ThompsonYoung,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3161
thomson,Thomson,Thomson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2057
thornwell,Thornwell,Thornwell,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1690
thos_crayton,Thos Crayton,Thos Crayton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2868
thos_jones,Thos Jones,Thos Jones,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2148
thos_p_butler,Thos P. Butler,Thos P. Butler,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2884
thos_pickens,Thos Pickens,Thos Pickens,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2972
throat,Throat,Throat,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5010
