canonical_key,full_name,display_name,birth_year,death_year,birth_place_id,death_place_id,race_code,gender,class_code,occupation,home_region_sc_code,enslaved_status,source_density_code,representation_depth_code,erasure_flag,erasure_reason_code,notes
james_farrow,James] Farrow,James] Farrow,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2914,4944"
james_gibbes,James Gibbes,James Gibbes,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3366
james_gibbs,James Gibbs,James Gibbs,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2196
james_h_adams,James H.] Adams,James H.] Adams,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2752,4770"
james_h_irby,James H.] Irby,James H.] Irby,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1933,3902"
james_h_norwood,James H.] Norwood,James H.] Norwood,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3021,5062"
james_h_rion,James H.] Rion,James H.] Rion,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2927,4957"
james_harrison,James Harrison,James Harrison,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2291
james_henley,James Henley,James Henley,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3086
james_henry_hammond,James Henry] Hammond,James Henry] Hammond,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2986,5026"
james_j,James J.],James J.],,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3483,5566"
james_l_orr,James L.] Orr,James L.] Orr,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2004,3975"
james_l_petigrus,James L.] Petigrus,James L.] Petigrus,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2298,4281"
james_lawrence_orr,James Lawrence] Orr,James Lawrence] Orr,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2190,4169"
james_louis_petigru,James Louis Petigru,James Louis Petigru,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1691
james_louis_petigru__dr,James Louis] Petigru & Dr.,James Louis] Petigru & Dr.,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3651
james_m_carlisle,James M.] Carlisle,James M.] Carlisle,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3180,5231"
james_m_gadberry,James M.] Gadberry &,James M.] Gadberry &,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3482,5565"
james_mccullough,James] McCullough,James] McCullough,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2668,4682"
james_moore,James Moore,James Moore,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1904
james_moore_wayne,James Moore] Wayne,James Moore] Wayne,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2943,4978"
james_ohanlon,James] OHanlon,James] OHanlon,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3436,5517"
james_ohanlons,James]  OHanlons,James]  OHanlons,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3226,5282"
james_parsons_carroll,James Parsons] Carroll,James Parsons] Carroll,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3117,5167"
james_perrin,James Perrin,James Perrin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1990
james_petigru_boyce,James Petigru] Boyce,James Petigru] Boyce,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3332,5401"
james_simmons,James] Simmons,James] Simmons,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3191,5243"
james_simons,James Simons,James Simons,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2318
james_smith_rhett,James Smith] Rhett,James Smith] Rhett,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2771,4791"
james_washington,James Washington,James Washington,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3060
jane,Jane,Jane,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3250
jane_adams,Jane Adams,Jane Adams,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3120
jane_walker,Jane Walker,Jane Walker,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3171
janney,Jann[e]y,Jann[e]y,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1706,2738"
janneys,Janneys,Janneys,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1888
janneys_hotel,Janneys Hotel,Janneys Hotel,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2510
janneys_house,Janneys House,Janneys House,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1857
jas,Jas,Jas,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2978
jeff_arnold,Jeff Arnold,Jeff Arnold,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3072
jeff_davis,Jeff Davis,Jeff Davis,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2050
jenkins,Jenkins,Jenkins,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1863
jenkins_hammond,Jenkins Hammond,Jenkins Hammond,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1789
jennie,Jennie,Jennie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2479
jennie_carson,Jennie Carson,Jennie Carson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2743
jennings,Jennings,Jennings,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2715
jennings_goodlett,Jennings Goodlett,Jennings Goodlett,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2870
jennings_goodlett_c,Jennings Goodlett &c.,Jennings Goodlett &c.,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4896
jerry,Jerry,Jerry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2866
jesse_r_gary,Jesse R. Gary,Jesse R. Gary,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2649
jesse_westmoreland,Jesse Westmoreland,Jesse Westmoreland,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3068
jesse_youngs,Jesse Youngs,Jesse Youngs,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1983
jim,Jim,Jim,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1766
jim_mays,Jim Mays,Jim Mays,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2433
jim_mcdaniel,Jim McDaniel,Jim McDaniel,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3067
jim_moore,Jim Moore,Jim Moore,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2636
jimmy,Jimmy,Jimmy,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2366
jinny_lind,Jinny Lind,Jinny Lind,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3064
jno,Jno,Jno,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1978
jno_charles,Jno Charles,Jno Charles,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3331
jno_ferguson,Jno Ferguson,Jno Ferguson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2331
jno_preston,Jno Preston,Jno Preston,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1671
jno_prestons,Jno Prestons,Jno Prestons,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1927
jno_s_preston,Jno S. Preston,Jno S. Preston,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3340
joab,Joab,Joab,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2731
joab_mauldin,Joab Mauldin,Joab Mauldin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2408
joab_mauldins,Joab Mauldins,Joab Mauldins,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2618
joe,Joe,Joe,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2999
joe_ferguson,Joe Ferguson,Joe Ferguson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1977
joe_longs,Joe Longs,Joe Longs,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2851
joe_mccullough,Joe McCullough,Joe McCullough,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3444
joel_ketchum,Joel Ketchum,Joel Ketchum,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1980
joel_roberts_poinsett,{Joel Roberts] Poinsett,{Joel Roberts] Poinsett,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2137,4111"
john,John,John,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1781
john__harry,John & Harry,John & Harry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4900
john__prince,John & Prince,John & Prince,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5125
john_a_inglis,John A. Inglis,John A. Inglis,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3175
john_a_quitman,John A.] Quitman,John A.] Quitman,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1998,3969"
john_adams_dix,John Adams] Dix,John Adams] Dix,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1750,3711"
john_algernon_sidney,John Algernon Sidney],John Algernon Sidney],,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3169,5221"
john_ashe_alston,John Ashe Alston,John Ashe Alston,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2053
john_baird,John Baird,John Baird,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2941
john_baldwin,John Baldwin,John Baldwin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2913
john_bauskett,John] Bauskett,John] Bauskett,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3303,5365"
john_bausketts,John] Bausketts,John] Bausketts,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3501,5584"
john_belton,John Belton],John Belton],,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2427,2471"
john_bradly,John Bradly,John Bradly,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2130
john_c,John C.,John C.,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1962
john_c_norriss,John C.  Norriss&,John C.  Norriss&,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1560,3519"
john_c_calhouns,John C. Calhouns,John C. Calhouns,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3013
john_charles,John Charles,John Charles,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2587
john_charles_mcclenaghan,John Charles] McClenaghan,John Charles] McClenaghan,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3206,5259"
john_cunningham,John Cunningham,John Cunningham,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1894
john_davis,John] Davis,John] Davis,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1751,3712"
john_durant_ashmore,John Durant] Ashmore,John Durant] Ashmore,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1926,3895"
john_e_norris,John E. Norris,John E. Norris,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2863
john_etienne,John Etienne,John Etienne,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3002
john_ferguson,John Ferguson,John Ferguson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2432
john_fowler,John Fowler,John Fowler,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1905
john_greens,John Greens,John Greens,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1576
john_h_harrisons,John H. Harrisons,John H. Harrisons,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2953
john_haul,John haul,John haul,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1636
john_hughson,John Hughson,John Hughson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2306
john_izard_middleton__desaussure,John Izard] Middleton & DeSaussure &,John Izard] Middleton & DeSaussure &,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4301
john_j_crittenden,John J. Crittenden,John J. Crittenden,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1819
john_j_crittenden_of,John J.] Crittenden of,John J.] Crittenden of,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3784
john_jones,John Jones,John Jones,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2089
john_l_manning,John L.] Manning,John L.] Manning,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2361,5214"
john_latimer_westmoreland,John Latimer] Westmoreland,John Latimer] Westmoreland,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2513,4515"
john_leconte,John LeConte,John LeConte,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1733
john_ligon,John Ligon,John Ligon,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2988
