canonical_key,alias_name,source_id,notes
waddy_thompson,Waddy Thompson,,From BFPerry person_id=2371
waddy_williams,Waddy Williams,,From BFPerry person_id=1734
wade_hampton,Wade Hampton,,From BFPerry person_id=1868
wade_hampton_jr,Wade Hampton Jr.,,From BFPerry person_id=2582
wagener,Wagener,,From BFPerry person_id=3186
wagner,Wagner,,From BFPerry person_id=3384
waistcot,Waistcot,,From BFPerry person_id=2039
waldo,Waldo,,From BFPerry person_id=2138
walker,Walker,,From BFPerry person_id=1830
walker__jane,Walker & Jane,,From BFPerry person_id=3222
wallace,Wallace,,From BFPerry person_id=1950
wallace_thompson,Wallace Thompson,,From BFPerry person_id=2167
waller_r_lane,Waller R. Lane,,From BFPerry person_id=2643
walter,Walter,,From BFPerry person_id=2930
ward,Ward,,From BFPerry person_id=3441
wardlaw,Wardlaw,,From BFPerry person_id=2027
wardlaws,Wardlaws,,From BFPerry person_id=1995
wares,Wares,,From BFPerry person_id=1638
warren_davis,Warren Davis,,From BFPerry person_id=1958
washington,Washington,,From BFPerry person_id=1873
water_loo,Water Loo,,From BFPerry person_id=2520
waterloo,Waterloo,,From BFPerry person_id=1960
watson,Watson,,From BFPerry person_id=2256
watsons,Watsons,,From BFPerry person_id=1685
watts,Watts,,From BFPerry person_id=1984
waverly_stairly,Waverly Stairly,,From BFPerry person_id=3065
wear,Wear,,From BFPerry person_id=2746
webb,Webb,,From BFPerry person_id=2003
webster,Webster,,From BFPerry person_id=1749
weldon,Weldon,,From BFPerry person_id=1810
wellborn_perry,Wellborn Perry,,From BFPerry person_id=2766
wells,Wells,,From BFPerry person_id=2398
wes_cary,Wes Cary,,From BFPerry person_id=2481
west,West,,From BFPerry person_id=3057
westfield,Westfield,,From BFPerry person_id=2303
westmoreland,Westmoreland,,From BFPerry person_id=2652
whaley,Whal[e]y,,From BFPerry person_id=5171
whaley,Whaley,,From BFPerry person_id=3121
whaleys_resolutions,Whaleys Resolutions,,From BFPerry person_id=2667
whayne,WHayne,,From BFPerry person_id=3867
wheaton,Wheaton,,From BFPerry person_id=3448
wheeler,Wheeler,,From BFPerry person_id=3419
whigs,Whigs,,From BFPerry person_id=1793
whitaker,Whitaker,,From BFPerry person_id=1931
white,White,,From BFPerry person_id=2661
whiteford_smith,Whiteford Smith,,From BFPerry person_id=2436
whitemarsh_b_seabrook,Whitemarsh B. Seabrook,,From BFPerry person_id=2165
whitmore,Whitmore,,From BFPerry person_id=3421
whitner,Whitner,,From BFPerry person_id=1610
whitten,Whitten,,From BFPerry person_id=2756
wigfall,Wigfall,,From BFPerry person_id=2294
wightman,Wightman,,From BFPerry person_id=2509
wiley,Wiley,,From BFPerry person_id=1577
wiliam_john,Wiliam John,,From BFPerry person_id=3182
wilie,Wilie,,From BFPerry person_id=1794
will,Will,,From BFPerry person_id=1595
will_butler,Will Butler,,From BFPerry person_id=2121
will_coxs,Will Coxs,,From BFPerry person_id=2721
wille,Wille,,From BFPerry person_id=2139
william,William,,From BFPerry person_id=1594
william_a_williams,William A. Williams,,From BFPerry person_id=2859
william_adolphus_mooney,William Adolphus Mooney,,From BFPerry person_id=2511
william_adolphus_mooney,William Adolphus] Mooney,,From BFPerry person_id=4513
william_adolphus_mooney,William Adolphus] Mooney &,,From BFPerry person_id=4870
william_aiken,William Aiken,,From BFPerry person_id=1674
william_aiken,William] Aiken,,From BFPerry person_id=4926
william_alexander,William Alexander,,From BFPerry person_id=2858
william_b__b,William B & B,,From BFPerry person_id=2230
william_boyce_governor,William Boyce Governor,,From BFPerry person_id=3416
william_butler,William Butler,,From BFPerry person_id=2062
william_butlers,William Butlers,,From BFPerry person_id=3350
william_c_preston,William C. Preston,,From BFPerry person_id=1679
william_calhoun,William Calhoun,,From BFPerry person_id=2484
william_campbell,William Campbell,,From BFPerry person_id=2467
william_dalrymple_johnson,William Dalrymple Johnson,,From BFPerry person_id=3195
william_dalrymple_johnson,William Dalrymple] Johnson,,From BFPerry person_id=5247
william_dunlap,William Dunlap,,From BFPerry person_id=1835
william_dunlap_simpson,William Dunlap Simpson,,From BFPerry person_id=3281
william_dunlap_simpson,William Dunlap] Simpson,,From BFPerry person_id=5343
william_easley,William Easl[e]y,,From BFPerry person_id=4561
william_easley,William Easley,,From BFPerry person_id=2555
william_edward,William Edward,,From BFPerry person_id=3395
william_edward,William Edward],,From BFPerry person_id=2453
william_elliot,William Elliot,,From BFPerry person_id=2114
william_elliott,William Elliott,,From BFPerry person_id=3236
william_faber,William Faber,,From BFPerry person_id=3506
william_faber,William] Faber,,From BFPerry person_id=5589
william_ferguson,William Ferguson,,From BFPerry person_id=1675
william_ford,William Ford,,From BFPerry person_id=2997
william_fuller,William Fuller,,From BFPerry person_id=2545
william_gilnore_simms,William Gilnore Simms,,From BFPerry person_id=3337
william_gilnore_simms,William Gilnore] Simms,,From BFPerry person_id=5407
william_h_perry,William H. Perry,,From BFPerry person_id=1223
william_h_thomas,William H. Thomas,,From BFPerry person_id=3460
william_h_thomas,William H.] Thomas,,From BFPerry person_id=5542
william_hc_whiting,William H.C. Whiting,,From BFPerry person_id=3049
william_hc_whiting,William H.C.] Whiting,,From BFPerry person_id=5093
william_hayne,William Hayne,,From BFPerry person_id=3321
william_hayne_perry,William Hayne Perry,,From BFPerry person_id=802
william_henry_millburns,William Henry Millburns,,From BFPerry person_id=3290
william_henry_millburns,William Henry] Millburns,,From BFPerry person_id=5352
william_henry_white,William Henry] White,,From BFPerry person_id=2483
william_j_hardee,William J. Hardee,,From BFPerry person_id=1739
william_j_hardee,William J.] Hardee,,From BFPerry person_id=3700
william_jacobs,William Jacobs,,From BFPerry person_id=3213
william_john_grayson,William John Grayson,,From BFPerry person_id=3341
william_john_grayson,William John] Grayson,,From BFPerry person_id=5412
william_johnson,William Johnson,,From BFPerry person_id=2098
william_l_yancey,William L. Yancey,,From BFPerry person_id=2924
william_l_yancey,William L.] Yancey,,From BFPerry person_id=4954
william_lawton,William Lawton,,From BFPerry person_id=3354
william_lewis_sharkey,William Lewis Sharkey,,From BFPerry person_id=1875
william_lewis_sharkey,William Lewis] Sharkey,,From BFPerry person_id=3842
william_lyles,William Lyles,,From BFPerry person_id=2919
william_martin,William Martin,,From BFPerry person_id=2452
william_mauldins,William Mauldins,,From BFPerry person_id=2526
william_mccreight,William McCreight,,From BFPerry person_id=2489
william_mills,William Mills,,From BFPerry person_id=1602
william_orlando,William O[rlando,,From BFPerry person_id=4857
william_orlando,William Orlando,,From BFPerry person_id=2835
william_perry,William Perry,,From BFPerry person_id=56
william_pierce_price,William Pierce Price,,From BFPerry person_id=3333
william_pierce_price,William Pierce] Price,,From BFPerry person_id=5402
william_pinckney,William Pinckney,,From BFPerry person_id=2895
william_r_taber,William R. Taber,,From BFPerry person_id=1725
william_r_taber,William R.] Taber,,From BFPerry person_id=3685
william_r_tabr,William R. Tabr,,From BFPerry person_id=2506
william_r_tabr,William R.] Tabr,,From BFPerry person_id=4508
william_r,William R.],,From BFPerry person_id=2403
william_rowland,William Rowland,,From BFPerry person_id=1824
william_s_archer,William S. Archer,,From BFPerry person_id=1820
william_s_archer,William S.] Archer,,From BFPerry person_id=3785
william_segar,William Segar,,From BFPerry person_id=1752
william_sidney_mullins,William Sidney Mullins,,From BFPerry person_id=2490
william_sidney_mullins,William Sidney] Mullins,,From BFPerry person_id=4492
william_smith,William Smith,,From BFPerry person_id=3353
william_taylor,William Taylor,,From BFPerry person_id=2631
william_thompson,William Thompson,,From BFPerry person_id=2768
william_wallace,William Wallace,,From BFPerry person_id=2604
william_williams,William Williams,,From BFPerry person_id=3202
williams,Williams,,From BFPerry person_id=1575
williams_regiment,Williams Regiment,,From BFPerry person_id=2553
willie,Willie,,From BFPerry person_id=1584
willie_what,Willie  What,,From BFPerry person_id=1944
willie__albert_rhetts,Willie & Albert Rhetts,,From BFPerry person_id=5156
willie_beattey,Willie Beattey,,From BFPerry person_id=3467
willie_beattie,Willie Beattie,,From BFPerry person_id=1923
willie_beatties,Willie Beatties,,From BFPerry person_id=2305
willie_butler,Willie Butler,,From BFPerry person_id=2677
willie_gill_watson,Willie Gill Watson,,From BFPerry person_id=3097
willie_gill_watson,Willie Gill Watson &,,From BFPerry person_id=5146
willie_long,Willie Long,,From BFPerry person_id=2911
willie_martin,Willie Martin,,From BFPerry person_id=2950
willie_perry,Willie Perry,,From BFPerry person_id=3203
willie_rhetts,Willie Rhetts,,From BFPerry person_id=3106
willie_taylor,Willie Taylor,,From BFPerry person_id=2751
willington,Willington,,From BFPerry person_id=3227
willis,Willis,,From BFPerry person_id=2495
willy,Willy,,From BFPerry person_id=2419
wilmington,Wilmington,,From BFPerry person_id=2674
wilson,Wilson,,From BFPerry person_id=1845
winsmith,Winsmith,,From BFPerry person_id=3449
winston,Winston,,From BFPerry person_id=2564
winthrop,Winthrop,,From BFPerry person_id=2401
winthrops,Winthrops,,From BFPerry person_id=2249
withers,Withers,,From BFPerry person_id=1935
witherspoon,Witherspoon,,From BFPerry person_id=2926
wolf,Wolf,,From BFPerry person_id=2260
woodward,Woodward,,From BFPerry person_id=1625
woodward_crowly,Woodward Crowly,,From BFPerry person_id=2685
wright,Wright,,From BFPerry person_id=1985
wrights,Wrights,,From BFPerry person_id=2144
wylie,Wylie,,From BFPerry person_id=2718
yancey,Yancey,,From BFPerry person_id=1745
yanceys,Yanceys,,From BFPerry person_id=1942
yancy,Yancy,,From BFPerry person_id=1922
yeadon,Yeadon,,From BFPerry person_id=1805
yeadons,Yeadons,,From BFPerry person_id=2568
yeargin,Yeargin,,From BFPerry person_id=2544
yhere,Yhere,,From BFPerry person_id=3396
young,Young,,From BFPerry person_id=2108
young_austin,Young Austin,,From BFPerry person_id=2454
young_daly,Young Daly,,From BFPerry person_id=1660
young_detreville,Young DeTreville,,From BFPerry person_id=2620
young_gantt,Young Gantt,,From BFPerry person_id=3390
young_moore,Young Moore,,From BFPerry person_id=3278
young_sloan,Young Sloan,,From BFPerry person_id=2882
young_wade_hampton,Young Wade Hampton,,From BFPerry person_id=1699
youngs,Youngs,,From BFPerry person_id=1652
ys,Ys,,From BFPerry person_id=2831
zi,z\I,,From BFPerry person_id=5370
zach_mauldin,Zach Mauldin,,From BFPerry person_id=3273
zach_wards,Zach Wards,,From BFPerry person_id=3414
zealy,Zealy,,From BFPerry person_id=2892
